ID,survey_time,surv_t,feed,trip_purp,ac_st,mode,tt,tc,b1,b2,b3,b4,b5,c1,c2,c3,c4,trip_freq,gen_purp,age,gen,occ,month_inc,veh_own_car,veh_own_bike,veh_own_cyc,mrt_pass,bus_av,car_av,leg_av,rick_av,walk_av,bike_av,cng_av,car_dist,car_tt,car_cost,bus_dist,bus_tt,bus_cost,leg_dist,leg_tt,leg_cost,walk_dist,walk_tt,walk_cost,bike_dist,bike_tt,bike_cost,rick_dist,rick_tt,rick_cost,cng_dist,cng_tt,cng_cost
60,1:24:00 PM,3,1,6,11,2,15,35,1,0,0,0,0,0,1,0,0,3,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.5,8,38,2.5,32,10,2.5,16.3,17.5,1.8,25,0,2.5,11.8,58,1.8,14.5,40,2.5,13.6,130
61,10:20:00 AM,1,1,6,5,2,70,250,1,0,0,0,1,0,0,0,0,2,6,20,0,5,30,1,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
62,1:39:00 PM,3,1,6,1,2,15,35,1,0,0,0,0,0,0,0,0,4,6,30,0,1,20,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
63,4:15:00 PM,4,1,6,9,7,5,10,0,0,0,0,0,0,0,0,0,5,4,20,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.9,5,29,1.3,18,10,1.9,12.4,15,1.3,18,0,1.9,8.9,49,1.3,10.5,30,1.9,10.3,100
64,10:26:00 AM,1,1,2,14,1,25,10,1,0,0,0,0,0,0,1,0,6,2,20,0,1,20,1,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,26,0.4,3.2,20,0.4,2.2,100
65,1:49:00 PM,3,1,4,9,7,15,10,0,1,0,0,0,0,0,0,0,1,4,30,0,3,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.7,10,56,3.1,28,10,3.7,24.1,23.5,3,42,0,3.7,17.4,76,3,24.2,60,3.7,20.1,151
66,4:15:00 PM,4,1,6,9,2,5,10,0,0,0,0,0,0,0,0,0,5,4,20,0,5,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.9,5,29,1.3,18,10,1.9,12.4,15,1.3,18,0,1.9,8.9,49,1.3,10.5,30,1.9,10.3,100
67,1:59:00 PM,3,1,2,6,1,5,10,1,0,0,0,0,0,0,1,0,5,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.7,7,26,1.7,22,10,1.7,11.1,15,1.6,22,0,1.7,8,46,1.6,12.9,35,1.7,9.2,100
68,10:31:00 AM,1,1,2,2,2,45,75,0,0,0,0,1,0,0,1,0,2,2,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.1,7,47,2.9,40,10,3.1,20.2,20.5,2.9,40,0,3.1,14.6,67,2.9,23.4,60,3.1,16.9,133
69,2:11:00 PM,3,1,2,6,1,5,10,1,0,0,0,0,0,0,1,0,5,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.4,7,21,1.7,19,10,1.4,9.1,15,1.2,17,0,1.4,6.6,41,1.2,9.7,30,1.4,7.6,100
70,4:24:00 PM,4,1,2,12,2,15,35,0,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.5,3,8,0.5,7,10,0.5,3.3,10,0.5,7,0,0.5,2.4,28,0.5,4,20,0.5,2.7,100
71,11:18:00 AM,2,1,4,14,1,15,10,0,0,0,0,1,0,0,0,0,5,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,26,0.4,3.2,20,0.4,2.2,100
72,2:21:00 PM,3,1,1,12,1,15,10,0,0,0,0,0,0,0,0,0,5,1,40,0,5,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.6,7,24,2.1,25,10,1.6,10.4,15,1.5,21,0,1.6,7.5,44,1.5,12.1,35,1.6,8.7,100
73,11:28:00 AM,2,1,7,14,1,5,10,0,0,0,0,0,0,0,0,0,4,2,30,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,26,0.4,3.2,20,0.4,2.2,100
74,4:35:00 PM,4,1,4,9,2,15,35,0,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.9,5,29,1.3,18,10,1.9,12.4,15,1.3,18,0,1.9,8.9,49,1.3,10.5,30,1.9,10.3,100
75,11:39:00 AM,2,1,4,9,3,5,35,1,0,0,0,0,0,0,0,0,6,4,30,0,3,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.9,5,29,1.3,18,10,1.9,12.4,15,1.3,18,0,1.9,8.9,49,1.3,10.5,30,1.9,10.3,100
76,2:33:00 PM,3,1,6,12,2,15,35,1,0,0,0,0,0,0,0,0,1,6,30,0,4,80,0,1,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.5,3,8,0.5,7,10,0.5,3.3,10,0.5,7,0,0.5,2.4,28,0.5,4,20,0.5,2.7,100
77,4:45:00 PM,4,1,2,1,2,15,35,0,0,0,0,1,0,0,0,0,6,2,30,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
78,12:30:00 PM,2,1,7,13,1,15,10,0,0,0,0,0,0,0,1,0,4,3,30,0,5,30,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
79,2:42:00 PM,3,1,8,15,2,15,35,0,0,0,0,0,0,0,1,0,4,6,20,0,1,20,1,0,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,2.9,9,44,4.9,36,10,2.9,18.9,19.5,2.2,31,0,2.9,13.7,64,2.2,17.8,50,2.9,15.8,130
80,4:31:00 PM,4,1,6,7,2,15,35,0,1,0,0,0,0,0,0,0,3,6,20,0,7,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.6,6,24,0.6,8,10,1.6,10.4,15,0.6,8,0,1.6,7.5,44,0.6,4.8,25,1.6,8.7,100
81,4:05:00 PM,4,1,4,11,1,5,10,0,0,0,0,0,0,0,0,0,2,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.6,9,10,1.1,7.2,15,0.6,9,0,1.1,5.2,37,0.6,4.8,25,1.1,6,100
