ID,survey_time,surv_t,trip_purp,ac_st,ac_mode,ac_tt,ac_tc,b1,b2,b3,b4,b5,ac1,ac2,ac3,ac4,trip_freq,gen_purp,age,gen,occ,month_inc,veh_own_car,veh_own_bike,veh_own_cyc,mrt_pass,bus_av,car_av,leg_av,rick_av,walk_av,bike_av,cng_av,car_dist,car_tt,car_cost,bus_dist,bus_tt,bus_cost,leg_dist,leg_tt,leg_cost,walk_dist,walk_tt,walk_cost,bike_dist,bike_tt,bike_cost,rick_dist,rick_tt,rick_cost,cng_dist,cng_tt,cng_cost
604,6:48:00 PM,5,8,1,1,5,10,0,0,0,1,0,0,0,0,0,6,4,30,1,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
605,6:48:00 PM,5,7,1,2,15,35,1,0,0,0,0,0,0,0,0,4,1,30,0,4,30,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,19.9,51,299,20.3,80,50,19.9,129.6,104.5,19.3,266,0,19.9,93.7,319,19.3,155.9,325,19.9,108.3,637
606,6:49:00 PM,5,6,1,2,15,35,0,0,0,0,1,0,0,1,0,2,6,30,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.8,7,42,2.8,39,10,2.8,18.2,19,2.8,39,0,2.8,13.2,62,2.8,22.6,60,2.8,15.2,130
607,6:50:00 PM,5,1,1,2,15,35,0,0,0,0,0,0,0,0,0,5,1,30,0,4,20,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,13.7,29,206,14.4,80,35,13.7,89.3,73.5,11.6,160,0,13.7,64.5,226,11.6,93.7,200,13.7,74.5,451
608,6:50:00 PM,5,4,1,1,5,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,25.6,49,384,21.8,76,55,25.6,166.8,133,19.1,265,0,25.6,120.5,404,19.1,154.3,320,25.6,139.3,808
609,6:53:00 PM,5,1,1,2,15,35,1,0,0,0,0,0,0,0,0,3,3,40,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
610,6:44:00 PM,5,6,1,2,15,75,1,0,0,1,0,0,0,0,0,3,6,30,0,7,20,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,13.7,29,206,14.4,80,35,13.7,89.3,73.5,11.6,160,0,13.7,64.5,226,11.6,93.7,200,13.7,74.5,451
611,6:56:00 PM,5,7,1,1,5,10,0,1,0,0,0,0,0,1,0,6,4,40,0,4,60,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,23.9,41,359,0,5,10,23.9,155.7,124.5,18,248,0,23.9,112.5,379,18,145.4,300,23.9,130,757
612,6:56:00 PM,5,1,1,1,15,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,19.4,42,291,18.7,82,45,19.4,126.4,102,15.8,216,0,19.4,91.3,311,15.8,127.7,265,19.4,105.5,622
613,6:55:00 PM,5,7,11,1,15,10,0,1,0,0,0,0,0,0,0,4,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.6,9,10,1.1,7.2,15,0.6,9,0,1.1,5.2,37,0.6,4.8,25,1.1,6,100
614,7:18:00 PM,6,7,1,6,5,10,0,0,0,0,1,0,0,0,0,3,6,30,0,7,5,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,11.2,21,168,10.6,54,25,11.2,73,61,9.8,134,0,11.2,52.7,188,9.8,79.2,170,11.2,60.9,376
615,6:55:00 PM,5,6,1,1,5,10,0,0,0,0,0,0,0,0,0,6,6,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.7,9,56,2.9,40,10,3.7,24.1,23.5,2.9,40,0,3.7,17.4,76,2.9,23.4,60,3.7,20.1,151
616,7:19:00 PM,6,7,1,1,5,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,60,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
617,6:56:00 PM,5,2,1,1,5,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
618,7:21:00 PM,6,7,1,2,15,35,1,0,0,0,0,0,0,0,0,2,6,20,0,1,5,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,14,30,210,14.5,86,35,14,91.2,75,13.3,183,0,14,65.9,230,13.3,107.5,225,14,76.2,460
619,7:24:00 PM,6,4,1,2,15,35,1,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
620,7:10:00 PM,6,4,1,1,15,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,20.4,45,306,21.3,92,50,20.4,132.9,107,17.7,242,0,20.4,96,326,17.7,143,300,20.4,111,652
621,7:02:00 PM,6,7,13,2,15,35,0,0,0,0,1,0,0,0,0,4,1,40,0,5,80,0,1,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.3,13,50,4.4,42,10,3.3,21.5,21.5,3,42,0,3.3,15.5,70,3,24.2,60,3.3,18,139
622,7:23:00 PM,6,4,1,7,25,35,0,1,0,0,0,0,0,0,0,6,4,30,1,4,30,1,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
623,7:20:00 PM,6,4,1,2,25,75,0,1,0,0,0,0,0,0,0,6,4,30,1,4,30,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,16.5,47,248,17.8,102,45,16.5,107.5,87.5,15.7,215,0,16.5,77.7,268,15.7,126.9,265,16.5,89.8,535
624,7:26:00 PM,6,6,1,6,15,10,0,0,0,1,0,0,0,1,0,4,6,30,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
625,7:29:00 PM,6,7,1,2,15,35,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3,9,45,2.6,36,10,3,19.5,20,2.6,36,0,3,14.1,65,2.6,21,55,3,16.3,130
626,9:43:00 AM,1,4,16,7,45,10,1,0,0,0,0,0,0,0,0,5,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.3,23.45454545,64.5,3.8,27,10,3.2,20.86956522,21,3.1,44,0,4.3,20.31496063,71.6,3.1,25.048,61.6,3.2,17.45454545,136
627,10:53:00 AM,1,2,16,1,15,10,1,0,0,0,1,0,0,0,0,5,2,20,0,1,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0.6,3.272727273,9,0.5,7,10,3.5,22.82608696,22.5,0.5,7,0,0.6,2.834645669,27.2,0.5,4.04,20,3.5,19.09090909,145
628,10:03:00 AM,1,4,7,7,15,10,0,1,0,0,0,0,0,0,0,4,4,40,0,4,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.6,8.727272727,24,0.6,8,10,9.6,62.60869565,53,0.6,8,0,1.6,7.559055118,39.2,0.6,4.848,21.2,9.6,52.36363636,328
629,10:10:00 AM,1,6,16,2,25,75,0,0,0,0,0,0,1,0,0,2,6,30,0,7,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,21.81818182,60,3.7,41,10,0.001,0.006521739,10,3.2,45,0,4,18.8976378,68,3.2,25.856,63.2,0.001,0.005454545,100
630,10:17:00 AM,1,4,16,7,15,10,1,0,0,0,0,0,0,0,0,5,4,30,0,4,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2.6,14.18181818,39,2.4,24,10,2,13.04347826,15,1.5,21,0,2.6,12.28346457,51.2,1.5,12.12,32,2,10.90909091,100
631,10:15:00 AM,1,4,16,2,5,35,0,0,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.8,9.818181818,27,1.4,19,10,1.2,7.826086957,15,1.1,16,0,1.8,8.503937008,41.6,1.1,8.888,27.2,1.2,6.545454545,100
632,10:25:00 AM,1,2,16,2,15,35,1,0,0,0,0,0,1,0,0,6,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2.5,13.63636364,37.5,2.1,19,10,1,6.52173913,10,1.7,23,0,2.5,11.81102362,50,1.7,13.736,34.4,1,5.454545455,100
633,10:29:00 AM,1,2,16,2,15,35,1,0,0,0,0,0,0,1,0,5,2,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2.5,13.63636364,37.5,2.1,19,10,1.2,7.826086957,15,1.7,23,0,2.5,11.81102362,50,1.7,13.736,34.4,1.2,6.545454545,100
634,10:23:00 AM,1,4,16,7,25,10,0,0,0,0,0,0,0,0,0,5,4,40,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.1,22.36363636,61.5,3.1,23,10,4.3,28.04347826,26.5,2.3,32,0,4.1,19.37007874,69.2,2.3,18.584,48.8,4.3,23.45454545,169
635,10:35:00 AM,1,3,16,3,5,75,0,0,0,1,0,1,1,0,0,4,3,40,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,3.2,17.45454545,48,3.6,32,10,0.6,3.913043478,10,2.4,33,0,3.2,15.11811024,58.4,2.4,19.392,50.4,0.6,3.272727273,100
636,10:40:00 AM,1,8,16,7,15,10,0,0,0,1,0,0,0,0,0,3,8,40,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2.8,15.27272727,42,2.9,24,10,0.7,4.565217391,10,1.8,26,0,2.8,13.22834646,53.6,1.8,14.544,35.6,0.7,3.818181818,100
637,10:43:00 AM,1,2,16,7,15,10,1,0,0,0,1,0,0,0,0,4,2,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,4.1,22.36363636,61.5,3.6,30,10,12.9,84.13043478,69.5,2.8,40,0,4.1,19.37007874,69.2,2.8,22.624,56.8,12.9,70.36363636,427
638,11:00:00 AM,2,4,16,7,5,10,0,0,0,0,0,0,0,0,0,5,4,30,1,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.8,9.818181818,27,1.4,19,10,5.5,35.86956522,32.5,1.1,16,0,1.8,8.503937008,41.6,1.1,8.888,27.2,5.5,30,205
639,11:05:00 AM,2,6,16,3,15,10,0,0,0,0,0,0,0,1,0,1,6,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,4.1,22.36363636,61.5,3.1,23,10,1.5,9.782608696,15,2.3,32,0,4.1,19.37007874,69.2,2.3,18.584,48.8,1.5,8.181818182,100
640,11:11:00 AM,2,6,16,3,5,10,0,0,0,0,0,0,0,1,0,5,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,4.1,22.36363636,61.5,3.1,23,10,30.6,199.5652174,158,2.3,32,0,4.1,19.37007874,69.2,2.3,18.584,48.8,30.6,166.9090909,958
641,11:10:00 AM,2,6,16,2,25,75,0,0,0,1,0,0,0,1,0,2,8,30,0,5,80,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2.3,12.54545455,34.5,1.7,15,10,1.6,10.43478261,15,1.3,18,0,2.3,10.86614173,47.6,1.3,10.504,29.6,1.6,8.727272727,100
642,11:18:00 AM,2,2,16,7,15,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,20,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,10.90909091,30,1.6,22,10,1.3,8.47826087,15,1.3,18,0,2,9.448818898,44,1.3,10.504,29.6,1.3,7.090909091,100
643,11:29:00 AM,2,1,16,3,15,75,0,0,0,0,0,0,0,0,0,6,1,40,0,5,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,21.81818182,60,3.7,41,10,3.1,20.2173913,20.5,3.2,45,0,4,18.8976378,68,3.2,25.856,63.2,3.1,16.90909091,133
644,11:31:00 AM,2,4,16,7,45,10,0,0,0,0,0,0,0,0,0,5,4,40,0,4,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,6.8,37.09090909,102,6.4,49,15.68,1,6.52173913,10,5.3,74,0,6.8,32.12598425,101.6,5.3,42.824,96.8,1,5.454545455,100
645,11:35:00 AM,2,5,9,1,15,10,0,0,0,0,0,0,0,0,0,3,5,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,5.4,29.45454545,81,4.6,33,11.27,2.1,13.69565217,15.5,2.8,40,0,5.4,25.51181102,84.8,2.8,22.624,56.8,2.1,11.45454545,130
646,11:41:00 AM,2,6,4,3,15,35,0,0,0,0,0,0,0,0,0,3,6,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,5.3,28.90909091,79.5,6,44,14.7,6.9,45,39.5,5,70,0,5.3,25.03937008,83.6,5,40.4,92,6.9,37.63636364,247
647,11:53:00 AM,2,4,16,7,45,35,0,0,0,0,0,0,0,0,0,4,4,30,1,3,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,3.8,20.72727273,57,5,29,12.25,0.7,4.565217391,10,3.7,51,0,3.8,17.95275591,65.6,3.7,29.896,71.2,0.7,3.818181818,100
648,3:55:00 PM,4,2,11,2,10,20,0,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0.9,4.909090909,13.5,0.9,12,10,15.2,99.13043478,81,0.9,12,0,0.9,4.251968504,30.8,0.9,7.272,24.8,15.2,82.90909091,496
649,4:12:00 PM,4,8,13,2,20,50,0,0,0,0,0,0,0,0,0,6,8,30,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.9,10.36363636,28.5,1.9,23,10,2,13.04347826,15,1.7,24,0,1.9,8.976377953,42.8,1.7,13.736,34.4,2,10.90909091,100
650,4:27:00 PM,4,4,13,1,5,0,0,0,0,0,0,0,0,0,0,5,4,40,0,3,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0.5,2.727272727,7.5,0.4,6,10,2,13.04347826,15,0.4,6,0,0.5,2.362204724,26,0.4,3.232,20,2,10.90909091,100
651,4:38:00 PM,4,2,13,7,20,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,20,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,4.6,25.09090909,69,3.9,31,10,13.6,88.69565217,73,3.4,47,0,4.6,21.73228346,75.2,3.4,27.472,66.4,13.6,74.18181818,448
652,4:23:00 PM,4,3,13,2,15,40,0,0,0,0,0,0,0,0,0,4,3,30,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,5.1,27.81818182,76.5,5.5,34,13.475,13.6,88.69565217,73,4.8,68,0,5.1,24.09448819,81.2,4.8,38.784,88.8,13.6,74.18181818,448
653,4:45:00 PM,4,6,10,7,25,15,0,0,0,1,0,0,0,0,0,3,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,5.1,27.81818182,76.5,5.5,46,13.475,19.8,129.1304348,104,5.1,70,0,5.1,24.09448819,81.2,5.1,41.208,93.6,19.8,108,634
654,4:56:00 PM,4,7,13,4,20,30,0,0,0,0,0,0,0,0,0,5,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.9,10.36363636,28.5,1.9,23,10,2.2,14.34782609,16,1.7,24,0,1.9,8.976377953,42.8,1.7,13.736,34.4,2.2,12,130
655,4:59:00 PM,4,2,13,1,10,0,1,0,0,0,0,0,0,0,0,5,2,20,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.1,6,16.5,1.1,15,10,11.2,73.04347826,61,1.1,15,0,1.1,5.196850394,33.2,1.1,8.888,27.2,11.2,61.09090909,376
656,5:08:00 PM,5,7,12,1,15,0,1,0,0,0,0,0,0,0,0,6,4,40,1,4,30,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2.2,12,33,0,5,10,2,13.04347826,15,0.7,10,0,2.2,10.39370079,46.4,0.7,5.656,22.4,2,10.90909091,100
657,5:19:00 PM,5,1,13,2,20,50,0,0,0,0,0,0,0,0,0,1,1,60,0,5,80,0,1,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.9,10.36363636,28.5,2,21,10,5.8,37.82608696,34,1.9,26,0,1.9,8.976377953,42.8,1.9,15.352,36.8,5.8,31.63636364,214
658,5:29:00 PM,5,7,13,7,20,10,1,0,0,0,0,0,0,0,0,6,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.6,8.727272727,24,2.1,18,10,0.6,3.913043478,10,1.4,20,0,1.6,7.559055118,39.2,1.4,11.312,30.8,0.6,3.272727273,100
659,5:29:00 PM,5,7,13,2,10,30,0,0,0,0,0,0,0,1,0,4,8,40,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.9,10.36363636,28.5,1.9,23,10,0.6,3.913043478,10,1.7,24,0,1.9,8.976377953,42.8,1.7,13.736,34.4,0.6,3.272727273,100
660,5:40:00 PM,5,4,13,2,20,20,0,1,0,0,0,0,0,1,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.9,10.36363636,28.5,1.9,23,10,2.2,14.34782609,16,1.7,24,0,1.9,8.976377953,42.8,1.7,13.736,34.4,2.2,12,130
661,5:45:00 PM,5,3,13,2,15,40,0,1,0,0,0,0,0,1,0,5,4,30,1,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.9,10.36363636,28.5,1.9,23,10,3.2,20.86956522,21,1.7,24,0,1.9,8.976377953,42.8,1.7,13.736,34.4,3.2,17.45454545,136
662,5:58:00 PM,5,8,16,2,10,20,0,0,0,0,0,0,0,0,0,1,6,40,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.4,7.636363636,21,0.5,6,10,0.001,0.006521739,10,0.5,6,0,1.4,6.614173228,36.8,0.5,4.04,20,0.001,0.005454545,100
663,6:06:00 PM,5,8,9,2,10,30,0,0,0,0,0,0,0,0,0,4,8,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,5.6,30.54545455,84,6.1,39,14.945,1.9,12.39130435,15,5.6,77,0,5.6,26.45669291,87.2,5.6,45.248,101.6,1.9,10.36363636,100
664,6:11:00 PM,5,2,13,1,10,0,1,0,0,0,0,0,0,0,0,5,2,20,0,1,20,0,1,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.1,6,16.5,1.1,15,10,9.5,61.95652174,52.5,1.1,15,0,1.1,5.196850394,33.2,1.1,8.888,27.2,9.5,51.81818182,325
665,6:21:00 PM,5,4,5,7,25,15,1,0,0,0,0,0,0,0,0,4,4,40,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.3,23.45454545,64.5,4.1,26,10.045,3,19.56521739,20,3.6,50,0,4.3,20.31496063,71.6,3.6,29.088,69.6,3,16.36363636,130
666,6:14:00 PM,5,5,16,2,20,40,0,0,0,0,0,0,0,0,0,4,8,30,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,3.7,20.18181818,55.5,3.3,32,10,0.001,0.006521739,10,2.8,39,0,3.7,17.48031496,64.4,2.8,22.624,56.8,0.001,0.005454545,100
667,6:30:00 PM,5,1,13,2,20,40,0,0,0,0,0,0,0,0,0,4,1,40,0,5,60,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,2.9,15.81818182,43.5,3.7,27,10,2,13.04347826,15,2.9,40,0,2.9,13.7007874,54.8,2.9,23.432,58.4,2,10.90909091,100
668,6:42:00 PM,5,2,13,1,5,0,1,0,0,0,0,0,0,0,0,5,2,20,0,1,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.1,6,16.5,1.1,15,10,7.3,47.60869565,41.5,1.1,15,0,1.1,5.196850394,33.2,1.1,8.888,27.2,7.3,39.81818182,259
669,6:46:00 PM,5,1,13,2,20,30,0,0,0,0,0,0,0,0,0,6,1,40,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.9,10.36363636,28.5,1.9,23,10,1.4,9.130434783,15,1.7,24,0,1.9,8.976377953,42.8,1.7,13.736,34.4,1.4,7.636363636,100
670,6:48:00 PM,5,7,13,1,10,0,0,1,0,0,0,0,0,0,0,5,4,40,0,3,30,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0.1,0.545454545,1.5,0.1,2,10,17.8,116.0869565,94,0.1,2,0,0.1,0.472440945,21.2,0.1,0.808,20,17.8,97.09090909,574
671,6:50:00 PM,5,6,16,2,20,10,0,0,0,0,0,0,0,0,0,4,6,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.7,25.63636364,70.5,5,48,12.25,2,13.04347826,15,3.9,54,0,4.7,22.20472441,76.4,3.9,31.512,74.4,2,10.90909091,100
672,6:57:00 PM,5,7,13,1,2,0,0,1,0,0,0,0,0,0,0,4,4,40,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0.5,2.727272727,7.5,0.4,6,10,25,163.0434783,130,0.4,6,0,0.5,2.362204724,26,0.4,3.232,20,25,136.3636364,790
673,4:29:00 PM,4,6,1,7,25,15,0,0,0,0,0,0,0,0,0,3,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1.8,9.818181818,27,1.9,10,10,0.001,0.006521739,10,1.7,23,0,1.8,8.503937008,41.6,1.7,13.736,34.4,0.001,0.005454545,100
674,4:48:00 PM,4,4,1,2,15,30,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.3,23.45454545,64.5,5.3,41,12.985,2.1,13.69565217,15.5,3.6,49,0,4.3,20.31496063,71.6,3.6,29.088,69.6,2.1,11.45454545,130
675,4:39:00 PM,4,2,1,2,15,30,1,0,0,0,1,0,0,0,0,5,2,20,1,1,5,0,1,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,3.9,21.27272727,58.5,5.1,38,12.495,19.3,125.8695652,101.5,3.6,49,0,3.9,18.42519685,66.8,3.6,29.088,69.6,19.3,105.2727273,619
676,5:03:00 PM,5,2,1,2,20,40,0,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,2.7,14.72727273,40.5,2.3,10,10,2.1,13.69565217,15.5,2.3,33,0,2.7,12.75590551,52.4,2.3,18.584,48.8,2.1,11.45454545,130
677,5:10:00 PM,5,4,1,2,25,50,0,0,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,2.7,14.72727273,40.5,2.3,10,10,3.2,20.86956522,21,2.3,33,0,2.7,12.75590551,52.4,2.3,18.584,48.8,3.2,17.45454545,136
678,5:24:00 PM,5,8,1,1,10,0,0,0,0,0,0,0,0,0,0,2,8,30,1,2,5,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0.95,5.181818182,14.25,0,5,10,3.2,20.86956522,21,0.7,10,0,0.95,4.488188976,31.4,0.7,5.656,22.4,3.2,17.45454545,136
679,4:53:00 PM,4,4,1,7,40,20,0,0,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,21.81818182,60,4,40,10,0.4,2.608695652,10,3.6,49,0,4,18.8976378,68,3.6,29.088,69.6,0.4,2.181818182,100
680,5:13:00 PM,5,3,1,2,20,40,0,0,0,0,1,0,0,1,0,1,5,60,0,6,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1.9,10.36363636,28.5,2.9,27,10,2.3,15,16.5,1.9,25,0,1.9,8.976377953,42.8,1.9,15.352,36.8,2.3,12.54545455,130
681,6:02:00 PM,5,7,1,1,30,0,0,0,0,0,0,0,0,0,0,4,4,40,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,3.4,18.54545455,51,3.4,20,10,1.5,9.782608696,15,2.9,41,0,3.4,16.06299213,60.8,2.9,23.432,58.4,1.5,8.181818182,100
682,6:22:00 PM,5,7,1,2,15,30,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,2.7,14.72727273,40.5,2.3,10,10,0.4,2.608695652,10,2.3,33,0,2.7,12.75590551,52.4,2.3,18.584,48.8,0.4,2.181818182,100
683,6:29:00 PM,5,7,11,2,20,40,0,1,0,0,0,0,0,1,0,6,4,30,1,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,3.5,19.09090909,52.5,1.8,19,10,6.2,40.43478261,36,1.8,25,0,3.5,16.53543307,62,1.8,14.544,35.6,6.2,33.81818182,226
684,6:37:00 PM,5,5,1,7,20,15,0,0,0,0,0,0,0,0,0,4,1,40,0,5,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.8,26.18181818,72,4.8,20,11.76,0.4,2.608695652,10,4.1,57,0,4.8,22.67716535,77.6,4.1,33.128,77.6,0.4,2.181818182,100
685,7:11:00 PM,6,7,1,7,15,10,1,0,0,0,0,0,0,0,0,5,4,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4.1,22.36363636,61.5,4.8,35,11.76,0.4,2.608695652,10,4.1,58,0,4.1,19.37007874,69.2,4.1,33.128,77.6,0.4,2.181818182,100
686,7:23:00 PM,6,6,1,2,20,40,0,0,0,0,0,0,0,0,0,5,2,30,0,1,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,2.9,15.81818182,43.5,2.1,29,10,23.8,155.2173913,124,2.1,29,0,2.9,13.7007874,54.8,2.1,16.968,45.6,23.8,129.8181818,754
